label,video,signer_id,repetition_id,frames,fps,duration_seconds,feature_shape,face_rate,pose_rate,left_hand_rate,right_hand_rate,processing_seconds,status,error
Unnecessary,Unnecessary_05_1.mov,05,1,134,30.0,4.47,"(134, 1629)",100.0,100.0,37.31,0.0,8.27,success,
Unnecessary,Unnecessary_05_2.mov,05,2,160,30.0,5.33,"(160, 1629)",100.0,100.0,56.25,1.25,9.6,success,
Unrelated,Unrelated_02_1.mov,02,1,111,30.0,3.7,"(111, 1629)",100.0,100.0,65.77,15.32,6.62,success,
Unrelated,Unrelated_02_2.mov,02,2,189,30.0,6.3,"(189, 1629)",100.0,100.0,76.72,31.22,15.0,success,
Unrelated,Unrelated_03_1.mov,03,1,152,30.0,5.07,"(152, 1629)",100.0,100.0,49.34,25.66,5.73,success,
Unrelated,Unrelated_03_2.mov,03,2,260,30.0,8.67,"(260, 1629)",100.0,100.0,67.31,35.77,16.59,success,
Unrelated,Unrelated_05_1.mov,05,1,157,30.0,5.23,"(157, 1629)",100.0,100.0,28.66,9.55,13.22,success,
Unrelated,Unrelated_05_2.mov,05,2,159,30.0,5.3,"(159, 1629)",100.0,100.0,34.59,17.61,11.46,success,
Up-above,Up-above_01_1.mov,01,1,112,30.0,3.73,"(112, 1629)",100.0,100.0,33.93,0.0,7.81,success,
Up-above,Up-above_01_2.mov,01,2,126,30.0,4.2,"(126, 1629)",100.0,100.0,54.76,0.0,8.37,success,
Up-above,Up-above_05_1.mov,05,1,94,30.0,3.13,"(94, 1629)",100.0,100.0,24.47,0.0,11.23,success,
Up-above,Up-above_05_2.mov,05,2,102,30.0,3.4,"(102, 1629)",100.0,100.0,42.16,0.0,6.65,success,
Up-above,Up-above_06_1.mov,06,1,87,30.0,2.9,"(87, 1629)",100.0,100.0,33.33,0.0,5.83,success,
Up-above,Up-above_06_2.mov,06,2,104,30.0,3.47,"(104, 1629)",100.0,100.0,37.5,0.0,6.82,success,
Update,Update_01_1.mov,01,1,130,30.0,4.33,"(130, 1629)",100.0,100.0,37.69,57.69,8.47,success,
Update,Update_01_2.mov,01,2,250,30.0,8.33,"(250, 1629)",100.0,100.0,46.4,58.8,19.19,success,
Update,Update_02_1.mov,02,1,123,30.0,4.1,"(123, 1629)",100.0,100.0,60.98,78.05,8.21,success,
Update,Update_02_2.mov,02,2,205,30.0,6.83,"(205, 1629)",100.0,100.0,52.68,75.61,13.25,success,
Update,Update_07_1.mp4,07,1,218,59.94,3.64,"(218, 1629)",100.0,100.0,62.39,61.93,10.83,success,
User,user_03_1.MOV,03,1,162,30.0,5.4,"(162, 1629)",100.0,100.0,56.79,71.6,10.8,success,
User,user_03_2.MOV,03,2,118,30.0,3.93,"(118, 1629)",100.0,100.0,38.14,50.85,7.85,success,
User,user_05_1.MOV,05,1,138,30.0,4.6,"(138, 1629)",100.0,100.0,44.2,39.13,8.63,success,
User,user_05_2.MOV,05,2,118,30.0,3.93,"(118, 1629)",100.0,100.0,35.59,28.81,10.58,success,
User,user_06_1.MOV,06,1,115,30.0,3.83,"(115, 1629)",100.0,100.0,33.04,32.17,7.72,success,
User,user_06_2.MOV,06,2,85,30.0,2.83,"(85, 1629)",100.0,100.0,35.29,31.76,5.68,success,
Value-arithmetic,Value-arithmetic_01_1.mov,01,1,130,30.0,4.33,"(130, 1629)",100.0,100.0,65.38,0.0,8.64,success,
Value-arithmetic,Value-arithmetic_01_2.mov,01,2,134,30.0,4.47,"(134, 1629)",100.0,100.0,52.24,0.0,8.79,success,
Value-arithmetic,Value-arithmetic_02_1.mov,02,1,216,30.0,7.2,"(216, 1629)",100.0,100.0,51.85,0.0,16.6,success,
Value-arithmetic,Value-arithmetic_02_2.mov,02,2,214,30.0,7.13,"(214, 1629)",100.0,100.0,39.72,0.0,13.71,success,
Value-arithmetic,Value-arithmetic_03_1.mov,03,1,167,30.0,5.57,"(167, 1629)",100.0,100.0,58.68,0.0,5.99,success,
Value-arithmetic,Value-arithmetic_03_2.mov,03,2,132,30.0,4.4,"(132, 1629)",100.0,100.0,62.12,0.0,7.41,success,
Value-arithmetic,Value-arithmetic_05_1.mov,05,1,154,30.0,5.13,"(154, 1629)",100.0,100.0,48.7,0.0,11.4,success,
Value-arithmetic,Value-arithmetic_05_2.mov,05,2,126,30.0,4.2,"(126, 1629)",100.0,100.0,40.48,0.0,9.01,success,
Value-arithmetic,Value-arithmetic_05_3.mov,05,3,177,30.0,5.9,"(177, 1629)",100.0,100.0,42.37,0.56,13.07,success,
Value-arithmetic,Value-arithmetic_05_4.mov,05,4,139,30.0,4.63,"(139, 1629)",100.0,100.0,41.01,1.44,11.77,success,
Value-arithmetic,Value-arithmetic_06_1.mov,06,1,112,30.0,3.73,"(112, 1629)",100.0,100.0,54.46,0.0,7.76,success,
Value-arithmetic,Value-arithmetic_06_2.mov,06,2,100,30.0,3.33,"(100, 1629)",100.0,100.0,38.0,0.0,6.85,success,
Variable,Variable_02_1.mov,02,1,245,30.0,8.17,"(245, 1629)",100.0,100.0,37.96,0.0,14.93,success,
Variable,Variable_02_2.mov,02,2,165,30.0,5.5,"(165, 1629)",100.0,100.0,47.27,0.0,13.06,success,
Variable,Variable_03_1.mov,03,1,118,30.0,3.93,"(118, 1629)",100.0,100.0,40.68,0.0,7.5,success,
Variable,Variable_03_2.mov,03,2,164,30.0,5.47,"(164, 1629)",100.0,100.0,53.05,0.0,9.86,success,
Variable,Variable_06_1.mov,06,1,90,30.0,3.0,"(90, 1629)",100.0,100.0,36.67,0.0,5.62,success,
Variable,Variable_06_2.mov,06,2,101,30.0,3.37,"(101, 1629)",100.0,100.0,36.63,0.0,8.98,success,
Very,Very_01_1.mov,01,1,93,30.0,3.1,"(93, 1629)",100.0,100.0,17.2,22.58,5.84,success,
Very,Very_01_2.mov,01,2,180,30.0,6.0,"(180, 1629)",100.0,100.0,36.11,23.89,11.1,success,
Very,Very_05_1.mov,05,1,108,30.0,3.6,"(108, 1629)",100.0,100.0,36.11,35.19,6.87,success,
Very,Very_05_2.mov,05,2,103,30.0,3.43,"(103, 1629)",100.0,100.0,42.72,40.78,9.35,success,
Very,Very_06_1.mov,06,1,84,30.0,2.8,"(84, 1629)",100.0,100.0,28.57,30.95,5.58,success,
Very,Very_06_2.mov,06,2,99,30.0,3.3,"(99, 1629)",100.0,100.0,35.35,32.32,6.63,success,
With-within,With-within_01_1.mov,01,1,107,30.0,3.57,"(107, 1629)",100.0,100.0,14.02,21.5,3.72,success,
With-within,With-within_01_2.mov,01,2,162,30.0,5.4,"(162, 1629)",100.0,100.0,26.54,18.52,5.61,success,
With-within,With-within_05_1.mov,05,1,82,30.0,2.73,"(82, 1629)",100.0,100.0,48.78,45.12,2.95,success,
With-within,With-within_05_2.mov,05,2,102,30.0,3.4,"(102, 1629)",100.0,100.0,46.08,43.14,6.36,success,
With-within,With-within_06_1.mov,06,1,81,30.0,2.7,"(81, 1629)",100.0,100.0,34.57,33.33,3.1,success,
With-within,With-within_06_2.mov,06,2,86,30.0,2.87,"(86, 1629)",100.0,100.0,32.56,29.07,3.69,success,
Zero,Zero_01_1.mov,01,1,159,30.0,5.3,"(159, 1629)",100.0,100.0,47.17,0.0,9.89,success,
Zero,Zero_01_2.mov,01,2,110,30.0,3.67,"(110, 1629)",100.0,100.0,24.55,0.0,6.13,success,
Zero,Zero_01_3.mov,01,3,95,30.0,3.17,"(95, 1629)",100.0,100.0,31.58,0.0,5.75,success,
Zero,Zero_05_1.mov,05,1,100,30.0,3.33,"(100, 1629)",100.0,100.0,36.0,0.0,8.92,success,
Zero,Zero_06_1.mov,06,1,64,30.0,2.13,"(64, 1629)",100.0,100.0,29.69,0.0,3.04,success,
Zero,Zero_06_2.mov,06,2,79,30.0,2.63,"(79, 1629)",100.0,100.0,48.1,0.0,3.23,success,
