label,video,signer_id,repetition_id,raw_frames,fps,raw_duration_seconds,start_frame,end_frame,active_frames,active_duration_seconds,trim_percent,overall_left_rate,overall_right_rate,active_left_rate,active_right_rate,motion_threshold
Table,table_07_1.mp4,07,1,212,59.94,3.537,0,196,197,3.287,7.08,70.75,84.91,76.14,91.37,0.00662138
Template,Template_01_1.MOV,01,1,82,30.0,2.733,11,79,69,2.3,15.85,40.24,32.93,47.83,39.13,0.01202833
Template,Template_01_2.MOV,01,2,139,30.0,4.633,11,137,127,4.233,8.63,51.8,38.13,56.69,41.73,0.01204178
Template,Template_02_1.MOV,02,1,145,30.0,4.833,16,124,109,3.633,24.83,53.79,51.03,71.56,67.89,0.00746019
Template,Template_02_2.MOV,02,2,62,30.0,2.067,0,42,43,1.433,30.65,45.16,45.16,65.12,65.12,0.01300059
Template,Template_07_1.mp4,07,1,66,29.97,2.202,7,65,59,1.969,10.61,60.61,66.67,67.8,74.58,0.02162813
Terminate-end,Terminate-end_01_1.mov,01,1,133,30.0,4.433,9,115,107,3.567,19.55,42.86,60.15,53.27,74.77,0.01018949
Terminate-end,Terminate-end_01_2.mov,01,2,215,30.0,7.167,30,208,179,5.967,16.74,47.91,69.3,57.54,83.24,0.00801607
Terminate-end,Terminate-end_02_1.mov,02,1,278,30.0,9.267,26,253,228,7.6,17.99,44.24,68.71,53.95,83.77,0.00355675
Terminate-end,Terminate-end_02_2.mov,02,2,213,30.0,7.1,19,163,145,4.833,31.92,38.5,50.7,56.55,74.48,0.00449431
Terminate-end,Terminate-end_05_1.mov,05,1,180,30.0,6.0,23,152,130,4.333,27.78,33.89,30.0,46.92,41.54,0.00703733
Terminate-end,Terminate-end_05_2.mov,05,2,175,30.0,5.833,26,141,116,3.867,33.71,52.0,48.57,78.45,73.28,0.00648613
Ternary,Ternary_02_1.mov,02,1,169,30.0,5.633,10,155,146,4.867,13.61,67.46,8.88,78.08,10.27,0.01103874
Ternary,Ternary_02_2.mov,02,2,322,30.0,10.733,21,298,278,9.267,13.66,75.78,13.66,87.77,15.83,0.00684928
Ternary,Ternary_03_1.mov,03,1,201,30.0,6.7,27,188,162,5.4,19.4,63.68,18.91,79.01,23.46,0.00949171
Ternary,Ternary_03_2.mov,03,2,307,30.0,10.233,44,297,254,8.467,17.26,66.45,23.45,80.31,28.35,0.00879929
Ternary,Ternary_05_1.mov,05,1,203,30.0,6.767,41,181,141,4.7,30.54,39.41,5.91,56.74,8.51,0.01315698
Ternary,Ternary_05_2.mov,05,2,227,30.0,7.567,50,208,159,5.3,29.96,43.17,14.98,61.64,21.38,0.01115699
Top,top_03_1.MOV,03,1,143,30.0,4.767,17,135,119,3.967,16.78,53.15,30.07,63.87,36.13,0.01237146
Top,top_03_2.MOV,03,2,127,30.0,4.233,21,103,83,2.767,34.65,44.09,25.98,67.47,39.76,0.0137757
Top,top_05_1.MOV,05,1,190,30.0,6.333,33,167,135,4.5,28.95,45.79,27.37,64.44,38.52,0.01123803
Top,top_05_2.MOV,05,2,149,30.0,4.967,32,126,95,3.167,36.24,27.52,22.82,43.16,35.79,0.01018236
Top,top_06_1.MOV,06,1,132,30.0,4.4,31,120,90,3.0,31.82,50.0,34.85,73.33,51.11,0.01299246
Top,top_06_2.MOV,06,2,111,30.0,3.7,26,94,69,2.3,37.84,38.74,34.23,62.32,55.07,0.01237944
Total-Summation,Total-Summation_01_1.mov,01,1,107,30.0,3.567,12,91,80,2.667,25.23,45.79,45.79,61.25,61.25,0.00916867
Total-Summation,Total-Summation_01_2.mov,01,2,188,30.0,6.267,35,161,127,4.233,32.45,46.81,46.28,69.29,68.5,0.00771645
Total-Summation,Total-Summation_05_1.mov,05,1,115,30.0,3.833,30,85,56,1.867,51.3,27.83,25.22,57.14,51.79,0.00990831
Total-Summation,Total-Summation_05_2.mov,05,2,123,30.0,4.1,33,98,66,2.2,46.34,32.52,30.89,60.61,57.58,0.00658177
Total-Summation,Total-Summation_06_1.mov,06,1,113,30.0,3.767,26,91,66,2.2,41.59,37.17,34.51,63.64,59.09,0.00904514
Total-Summation,Total-Summation_06_2.mov,06,2,119,30.0,3.967,18,98,81,2.7,31.93,49.58,47.9,72.84,70.37,0.00952005
Transaction,Transaction_01_1.mov,01,1,100,30.0,3.333,21,87,67,2.233,33.0,32.0,34.0,47.76,50.75,0.00886062
Transaction,Transaction_01_2.mov,01,2,164,30.0,5.467,0,148,149,4.967,9.15,16.46,34.15,18.12,37.58,0.00529881
Transaction,Transaction_05_1.mov,05,1,101,30.0,3.367,25,86,62,2.067,38.61,32.67,0.0,53.23,0.0,0.00652318
Transaction,Transaction_05_2.mov,05,2,111,30.0,3.7,14,98,85,2.833,23.42,45.95,0.0,60.0,0.0,0.00733958
Transaction,Transaction_06_1.mov,06,1,73,30.0,2.433,0,63,64,2.133,12.33,19.18,0.0,21.88,0.0,0.00718878
Transaction,Transaction_06_2.mov,06,2,89,30.0,2.967,17,81,65,2.167,26.97,41.57,0.0,56.92,0.0,0.00730045
Transform,Transform_01_1.mov,01,1,82,30.0,2.733,10,67,58,1.933,29.27,36.59,0.0,51.72,0.0,0.00745114
Transform,Transform_01_2.mov,01,2,196,30.0,6.533,39,184,146,4.867,25.51,46.43,0.0,62.33,0.0,0.00432018
Transform,Transform_02_1.mov,02,1,89,30.0,2.967,18,78,61,2.033,31.46,38.2,0.0,55.74,0.0,0.00585133
Transform,Transform_02_2.mov,02,2,193,30.0,6.433,33,174,142,4.733,26.42,54.92,0.0,74.65,0.0,0.00346101
Transform,Transform_07_1.mp4,07,1,54,25.0,2.16,0,50,51,2.04,5.56,0.0,64.81,0.0,68.63,0.00572135
Under-down-below,Under-down-below_01_1.mov,01,1,121,30.0,4.033,26,105,80,2.667,33.88,34.71,0.0,52.5,0.0,0.00418078
Under-down-below,Under-down-below_01_2.mov,01,2,167,30.0,5.567,0,143,144,4.8,13.77,47.31,0.0,54.86,0.0,0.00455002
Under-down-below,Under-down-below_05_1.mov,05,1,84,30.0,2.8,10,76,67,2.233,20.24,28.57,0.0,35.82,0.0,0.00850298
Under-down-below,Under-down-below_05_2.mov,05,2,106,30.0,3.533,19,97,79,2.633,25.47,49.06,0.0,65.82,0.0,0.01020951
Under-down-below,Under-down-below_06_1.mov,06,1,89,30.0,2.967,23,79,57,1.9,35.96,33.71,0.0,52.63,0.0,0.00770739
Under-down-below,Under-down-below_06_2.mov,06,2,94,30.0,3.133,18,91,74,2.467,21.28,45.74,0.0,58.11,0.0,0.00737088
Union,union_01_1.MOV,01,1,121,30.0,4.033,28,102,75,2.5,38.02,41.32,41.32,66.67,66.67,0.00983839
Union,union_01_2.MOV,01,2,210,30.0,7.0,39,183,145,4.833,30.95,55.24,53.33,80.0,77.24,0.00674878
Union,union_02_1.MOV,02,1,220,30.0,7.333,36,186,151,5.033,31.36,53.18,53.18,77.48,77.48,0.00600202
Union,union_02_2.MOV,02,2,116,30.0,3.867,26,104,79,2.633,31.9,50.86,50.0,74.68,73.42,0.01295157
Union,union_07_1.mp4,07,1,282,59.94,4.705,12,281,270,4.505,4.26,58.51,99.65,61.11,99.63,0.00669576
Unnecessary,Unnecessary_02_1.mov,02,1,90,30.0,3.0,4,87,84,2.8,6.67,66.67,0.0,71.43,0.0,0.01127932
Unnecessary,Unnecessary_02_2.mov,02,2,192,30.0,6.4,20,191,172,5.733,10.42,73.96,0.0,82.56,0.0,0.00617116
Unnecessary,Unnecessary_03_1.mov,03,1,134,30.0,4.467,24,124,101,3.367,24.63,57.46,0.0,76.24,0.0,0.00756302
Unnecessary,Unnecessary_03_2.mov,03,2,188,30.0,6.267,37,175,139,4.633,26.06,59.04,0.0,79.86,0.0,0.00529327
Unnecessary,Unnecessary_05_1.mov,05,1,134,30.0,4.467,32,104,73,2.433,45.52,37.31,0.0,68.49,0.0,0.00929457
Unnecessary,Unnecessary_05_2.mov,05,2,160,30.0,5.333,27,150,124,4.133,22.5,56.25,1.25,72.58,1.61,0.01104078
Unrelated,Unrelated_02_1.mov,02,1,111,30.0,3.7,8,106,99,3.3,10.81,65.77,15.32,73.74,17.17,0.01461035
Unrelated,Unrelated_02_2.mov,02,2,189,30.0,6.3,18,188,171,5.7,9.52,76.72,31.22,84.8,34.5,0.01006759
Unrelated,Unrelated_03_1.mov,03,1,152,30.0,5.067,33,138,106,3.533,30.26,49.34,25.66,70.75,36.79,0.00974679
Unrelated,Unrelated_03_2.mov,03,2,260,30.0,8.667,43,252,210,7.0,19.23,67.31,35.77,83.33,44.29,0.00722792
Unrelated,Unrelated_05_1.mov,05,1,157,30.0,5.233,36,129,94,3.133,40.13,28.66,9.55,47.87,15.96,0.01241807
Unrelated,Unrelated_05_2.mov,05,2,159,30.0,5.3,31,141,111,3.7,30.19,34.59,17.61,49.55,25.23,0.01213611
Up-above,Up-above_01_1.mov,01,1,112,30.0,3.733,31,108,78,2.6,30.36,33.93,0.0,48.72,0.0,0.00576736
Up-above,Up-above_01_2.mov,01,2,126,30.0,4.2,30,123,94,3.133,25.4,54.76,0.0,73.4,0.0,0.00622657
Up-above,Up-above_05_1.mov,05,1,94,30.0,3.133,17,77,61,2.033,35.11,24.47,0.0,37.7,0.0,0.00900187
Up-above,Up-above_05_2.mov,05,2,102,30.0,3.4,15,92,78,2.6,23.53,42.16,0.0,55.13,0.0,0.00941348
Up-above,Up-above_06_1.mov,06,1,87,30.0,2.9,20,77,58,1.933,33.33,33.33,0.0,50.0,0.0,0.00857864
Up-above,Up-above_06_2.mov,06,2,104,30.0,3.467,23,92,70,2.333,32.69,37.5,0.0,55.71,0.0,0.00697982
Update,Update_01_1.mov,01,1,130,30.0,4.333,30,129,100,3.333,23.08,37.69,57.69,49.0,75.0,0.0072394
Update,Update_01_2.mov,01,2,250,30.0,8.333,35,228,194,6.467,22.4,46.4,58.8,59.79,75.77,0.00464291
Update,Update_02_1.mov,02,1,123,30.0,4.1,8,122,115,3.833,6.5,60.98,78.05,64.35,83.48,0.00898825
Update,Update_02_2.mov,02,2,205,30.0,6.833,21,198,178,5.933,13.17,52.68,75.61,60.67,87.08,0.00552132
Update,Update_07_1.mp4,07,1,218,59.94,3.637,0,207,208,3.47,4.59,62.39,61.93,65.38,64.9,0.00664616
User,user_03_1.MOV,03,1,162,30.0,5.4,17,155,139,4.633,14.2,56.79,71.6,66.19,83.45,0.01183908
User,user_03_2.MOV,03,2,118,30.0,3.933,26,109,84,2.8,28.81,38.14,50.85,53.57,71.43,0.01013258
User,user_05_1.MOV,05,1,138,30.0,4.6,36,128,93,3.1,32.61,44.2,39.13,65.59,58.06,0.00921187
User,user_05_2.MOV,05,2,118,30.0,3.933,28,99,72,2.4,38.98,35.59,28.81,58.33,47.22,0.0090213
User,user_06_1.MOV,06,1,115,30.0,3.833,23,85,63,2.1,45.22,33.04,32.17,60.32,58.73,0.00893284
User,user_06_2.MOV,06,2,85,30.0,2.833,25,77,53,1.767,37.65,35.29,31.76,56.6,50.94,0.01073092
Value-arithmetic,Value-arithmetic_01_1.mov,01,1,130,30.0,4.333,18,129,112,3.733,13.85,65.38,0.0,75.89,0.0,0.00513264
Value-arithmetic,Value-arithmetic_01_2.mov,01,2,134,30.0,4.467,15,108,94,3.133,29.85,52.24,0.0,74.47,0.0,0.00431464
Value-arithmetic,Value-arithmetic_02_1.mov,02,1,216,30.0,7.2,24,166,143,4.767,33.8,51.85,0.0,78.32,0.0,0.00313216
Value-arithmetic,Value-arithmetic_02_2.mov,02,2,214,30.0,7.133,0,171,172,5.733,19.63,39.72,0.0,49.42,0.0,0.00279596
Value-arithmetic,Value-arithmetic_03_1.mov,03,1,167,30.0,5.567,0,155,156,5.2,6.59,58.68,0.0,62.82,0.0,0.00449599
Value-arithmetic,Value-arithmetic_03_2.mov,03,2,132,30.0,4.4,0,128,129,4.3,2.27,62.12,0.0,63.57,0.0,0.00542182
Value-arithmetic,Value-arithmetic_05_1.mov,05,1,154,30.0,5.133,45,147,103,3.433,33.12,48.7,0.0,72.82,0.0,0.00650655
Value-arithmetic,Value-arithmetic_05_2.mov,05,2,126,30.0,4.2,21,113,93,3.1,26.19,40.48,0.0,54.84,0.0,0.00755219
Value-arithmetic,Value-arithmetic_05_3.mov,05,3,177,30.0,5.9,0,151,152,5.067,14.12,42.37,0.56,49.34,0.66,0.00464461
Value-arithmetic,Value-arithmetic_05_4.mov,05,4,139,30.0,4.633,24,106,83,2.767,40.29,41.01,1.44,68.67,2.41,0.00618001
Value-arithmetic,Value-arithmetic_06_1.mov,06,1,112,30.0,3.733,7,93,87,2.9,22.32,54.46,0.0,70.11,0.0,0.00637827
Value-arithmetic,Value-arithmetic_06_2.mov,06,2,100,30.0,3.333,7,70,64,2.133,36.0,38.0,0.0,59.38,0.0,0.00756851
Variable,Variable_02_1.mov,02,1,245,30.0,8.167,36,237,202,6.733,17.55,37.96,0.0,46.04,0.0,0.00315776
Variable,Variable_02_2.mov,02,2,165,30.0,5.5,25,153,129,4.3,21.82,47.27,0.0,58.14,0.0,0.00304665
Variable,Variable_03_1.mov,03,1,118,30.0,3.933,7,85,79,2.633,33.05,40.68,0.0,60.76,0.0,0.00495232
Variable,Variable_03_2.mov,03,2,164,30.0,5.467,29,146,118,3.933,28.05,53.05,0.0,73.73,0.0,0.00456789
Variable,Variable_06_1.mov,06,1,90,30.0,3.0,27,87,61,2.033,32.22,36.67,0.0,54.1,0.0,0.00608266
Variable,Variable_06_2.mov,06,2,101,30.0,3.367,0,94,95,3.167,5.94,36.63,0.0,38.95,0.0,0.00509463
Very,Very_01_1.mov,01,1,93,30.0,3.1,19,78,60,2.0,35.48,17.2,22.58,26.67,35.0,0.00616696
Very,Very_01_2.mov,01,2,180,30.0,6.0,14,145,132,4.4,26.67,36.11,23.89,49.24,32.58,0.00397065
Very,Very_05_1.mov,05,1,108,30.0,3.6,30,98,69,2.3,36.11,36.11,35.19,56.52,55.07,0.00860128
Very,Very_05_2.mov,05,2,103,30.0,3.433,21,99,79,2.633,23.3,42.72,40.78,55.7,53.16,0.00881921
Very,Very_06_1.mov,06,1,84,30.0,2.8,17,77,61,2.033,27.38,28.57,30.95,39.34,42.62,0.00942335
Very,Very_06_2.mov,06,2,99,30.0,3.3,21,95,75,2.5,24.24,35.35,32.32,46.67,42.67,0.00684493
With-within,With-within_01_1.mov,01,1,107,30.0,3.567,32,106,75,2.5,29.91,14.02,21.5,20.0,30.67,0.0093249
With-within,With-within_01_2.mov,01,2,162,30.0,5.4,17,145,129,4.3,20.37,26.54,18.52,33.33,23.26,0.00669553
With-within,With-within_05_1.mov,05,1,82,30.0,2.733,11,74,64,2.133,21.95,48.78,45.12,62.5,57.81,0.01062616
With-within,With-within_05_2.mov,05,2,102,30.0,3.4,20,98,79,2.633,22.55,46.08,43.14,59.49,55.7,0.00775646
With-within,With-within_06_1.mov,06,1,81,30.0,2.7,23,76,54,1.8,33.33,34.57,33.33,51.85,50.0,0.01186925
With-within,With-within_06_2.mov,06,2,86,30.0,2.867,13,79,67,2.233,22.09,32.56,29.07,41.79,37.31,0.00827829
Zero,Zero_01_1.mov,01,1,159,30.0,5.3,30,149,120,4.0,24.53,47.17,0.0,62.5,0.0,0.00303568
Zero,Zero_01_2.mov,01,2,110,30.0,3.667,0,92,93,3.1,15.45,24.55,0.0,29.03,0.0,0.00538551
Zero,Zero_01_3.mov,01,3,95,30.0,3.167,14,72,59,1.967,37.89,31.58,0.0,50.85,0.0,0.00498767
Zero,Zero_05_1.mov,05,1,100,30.0,3.333,26,89,64,2.133,36.0,36.0,0.0,56.25,0.0,0.00504432
Zero,Zero_06_1.mov,06,1,64,30.0,2.133,13,62,50,1.667,21.88,29.69,0.0,38.0,0.0,0.00753892
Zero,Zero_06_2.mov,06,2,79,30.0,2.633,14,78,65,2.167,17.72,48.1,0.0,58.46,0.0,0.00651766
