sample_index,label_id,label,video,signer_id,repetition_id,raw_frames,start_frame,end_frame,active_frames_used,target_frames,left_observed_rate,right_observed_rate,left_short_gap_imputed_rate,right_short_gap_imputed_rate,landmark_file
866,148,Ternary,Ternary_05_1.mov,05,1,203,41,181,141,200,57.0,9.0,8.5,0.0,Ternary\Ternary_05_1.npy
867,148,Ternary,Ternary_05_2.mov,05,2,227,50,208,159,200,61.5,21.5,7.5,4.0,Ternary\Ternary_05_2.npy
868,149,Top,top_03_1.MOV,03,1,143,17,135,119,200,64.0,37.0,0.0,2.0,Top\top_03_1.npy
869,149,Top,top_03_2.MOV,03,2,127,21,103,83,200,68.0,40.0,0.0,1.0,Top\top_03_2.npy
870,149,Top,top_05_1.MOV,05,1,190,33,167,135,200,64.5,38.5,3.5,0.5,Top\top_05_1.npy
871,149,Top,top_05_2.MOV,05,2,149,32,126,95,200,43.0,36.0,8.5,0.0,Top\top_05_2.npy
872,149,Top,top_06_1.MOV,06,1,132,31,120,90,200,73.5,51.0,2.5,0.0,Top\top_06_1.npy
873,149,Top,top_06_2.MOV,06,2,111,26,94,69,200,63.0,56.0,3.0,5.5,Top\top_06_2.npy
874,150,Total-Summation,Total-Summation_01_1.mov,01,1,107,12,91,80,200,61.5,61.5,1.5,1.0,Total-Summation\Total-Summation_01_1.npy
875,150,Total-Summation,Total-Summation_01_2.mov,01,2,188,35,161,127,200,69.0,67.5,9.0,5.5,Total-Summation\Total-Summation_01_2.npy
876,150,Total-Summation,Total-Summation_05_1.mov,05,1,115,30,85,56,200,58.0,52.5,0.0,0.0,Total-Summation\Total-Summation_05_1.npy
877,150,Total-Summation,Total-Summation_05_2.mov,05,2,123,33,98,66,200,61.0,58.0,0.0,0.0,Total-Summation\Total-Summation_05_2.npy
878,150,Total-Summation,Total-Summation_06_1.mov,06,1,113,26,91,66,200,64.0,59.5,3.0,6.0,Total-Summation\Total-Summation_06_1.npy
879,150,Total-Summation,Total-Summation_06_2.mov,06,2,119,18,98,81,200,73.5,70.5,3.5,4.0,Total-Summation\Total-Summation_06_2.npy
880,151,Transaction,Transaction_01_1.mov,01,1,100,21,87,67,200,48.5,51.5,10.5,1.5,Transaction\Transaction_01_1.npy
881,151,Transaction,Transaction_01_2.mov,01,2,164,0,148,149,200,18.5,37.0,16.0,8.0,Transaction\Transaction_01_2.npy
882,151,Transaction,Transaction_05_1.mov,05,1,101,25,86,62,200,54.0,0.0,0.0,0.0,Transaction\Transaction_05_1.npy
883,151,Transaction,Transaction_05_2.mov,05,2,111,14,98,85,200,60.5,0.0,1.0,0.0,Transaction\Transaction_05_2.npy
884,151,Transaction,Transaction_06_1.mov,06,1,73,0,63,64,200,22.5,0.0,0.0,0.0,Transaction\Transaction_06_1.npy
885,151,Transaction,Transaction_06_2.mov,06,2,89,17,81,65,200,57.5,0.0,0.0,0.0,Transaction\Transaction_06_2.npy
886,152,Transform,Transform_01_1.mov,01,1,82,10,67,58,200,52.5,0.0,1.5,0.0,Transform\Transform_01_1.npy
887,152,Transform,Transform_01_2.mov,01,2,196,39,184,146,200,62.5,0.0,0.0,0.0,Transform\Transform_01_2.npy
888,152,Transform,Transform_02_1.mov,02,1,89,18,78,61,200,56.5,0.0,1.5,0.0,Transform\Transform_02_1.npy
889,152,Transform,Transform_02_2.mov,02,2,193,33,174,142,200,74.5,0.0,4.5,0.0,Transform\Transform_02_2.npy
890,152,Transform,Transform_07_1.mp4,07,1,54,0,50,51,200,0.0,70.0,0.0,6.0,Transform\Transform_07_1.npy
891,153,Under-down-below,Under-down-below_01_1.mov,01,1,121,26,105,80,200,53.0,0.0,0.0,0.0,Under-down-below\Under-down-below_01_1.npy
892,153,Under-down-below,Under-down-below_01_2.mov,01,2,167,0,143,144,200,55.0,0.0,0.0,0.0,Under-down-below\Under-down-below_01_2.npy
893,153,Under-down-below,Under-down-below_05_1.mov,05,1,84,10,76,67,200,36.5,0.0,12.0,0.0,Under-down-below\Under-down-below_05_1.npy
894,153,Under-down-below,Under-down-below_05_2.mov,05,2,106,19,97,79,200,66.5,0.0,0.0,0.0,Under-down-below\Under-down-below_05_2.npy
895,153,Under-down-below,Under-down-below_06_1.mov,06,1,89,23,79,57,200,53.5,0.0,0.0,0.0,Under-down-below\Under-down-below_06_1.npy
896,153,Under-down-below,Under-down-below_06_2.mov,06,2,94,18,91,74,200,59.0,0.0,1.0,0.0,Under-down-below\Under-down-below_06_2.npy
897,154,Union,union_01_1.MOV,01,1,121,28,102,75,200,67.5,67.5,4.0,2.5,Union\union_01_1.npy
898,154,Union,union_01_2.MOV,01,2,210,39,183,145,200,80.0,77.0,2.0,3.0,Union\union_01_2.npy
899,154,Union,union_02_1.MOV,02,1,220,36,186,151,200,77.5,78.0,2.0,2.0,Union\union_02_1.npy
900,154,Union,union_02_2.MOV,02,2,116,26,104,79,200,75.5,74.0,0.0,0.0,Union\union_02_2.npy
901,154,Union,union_07_1.mp4,07,1,282,12,281,270,200,61.0,99.5,0.0,0.0,Union\union_07_1.npy
902,155,Unnecessary,Unnecessary_02_1.mov,02,1,90,4,87,84,200,72.0,0.0,0.0,0.0,Unnecessary\Unnecessary_02_1.npy
903,155,Unnecessary,Unnecessary_02_2.mov,02,2,192,20,191,172,200,83.0,0.0,0.0,0.0,Unnecessary\Unnecessary_02_2.npy
904,155,Unnecessary,Unnecessary_03_1.mov,03,1,134,24,124,101,200,77.0,0.0,0.0,0.0,Unnecessary\Unnecessary_03_1.npy
905,155,Unnecessary,Unnecessary_03_2.mov,03,2,188,37,175,139,200,80.0,0.0,0.0,0.0,Unnecessary\Unnecessary_03_2.npy
906,155,Unnecessary,Unnecessary_05_1.mov,05,1,134,32,104,73,200,69.0,0.0,0.0,0.0,Unnecessary\Unnecessary_05_1.npy
907,155,Unnecessary,Unnecessary_05_2.mov,05,2,160,27,150,124,200,72.5,1.5,0.0,0.0,Unnecessary\Unnecessary_05_2.npy
908,156,Unrelated,Unrelated_02_1.mov,02,1,111,8,106,99,200,74.0,17.0,0.0,8.5,Unrelated\Unrelated_02_1.npy
909,156,Unrelated,Unrelated_02_2.mov,02,2,189,18,188,171,200,85.0,34.5,0.0,1.0,Unrelated\Unrelated_02_2.npy
910,156,Unrelated,Unrelated_03_1.mov,03,1,152,33,138,106,200,71.5,37.0,0.0,2.0,Unrelated\Unrelated_03_1.npy
911,156,Unrelated,Unrelated_03_2.mov,03,2,260,43,252,210,200,83.5,44.0,0.0,2.0,Unrelated\Unrelated_03_2.npy
912,156,Unrelated,Unrelated_05_1.mov,05,1,157,36,129,94,200,48.5,15.5,5.5,2.5,Unrelated\Unrelated_05_1.npy
913,156,Unrelated,Unrelated_05_2.mov,05,2,159,31,141,111,200,49.0,25.0,0.0,2.5,Unrelated\Unrelated_05_2.npy
914,157,Up-above,Up-above_01_1.mov,01,1,112,31,108,78,200,49.0,0.0,0.0,0.0,Up-above\Up-above_01_1.npy
915,157,Up-above,Up-above_01_2.mov,01,2,126,30,123,94,200,74.0,0.0,0.0,0.0,Up-above\Up-above_01_2.npy
916,157,Up-above,Up-above_05_1.mov,05,1,94,17,77,61,200,38.5,0.0,5.0,0.0,Up-above\Up-above_05_1.npy
917,157,Up-above,Up-above_05_2.mov,05,2,102,15,92,78,200,55.5,0.0,0.0,0.0,Up-above\Up-above_05_2.npy
918,157,Up-above,Up-above_06_1.mov,06,1,87,20,77,58,200,50.0,0.0,4.0,0.0,Up-above\Up-above_06_1.npy
919,157,Up-above,Up-above_06_2.mov,06,2,104,23,92,70,200,56.5,0.0,4.0,0.0,Up-above\Up-above_06_2.npy
920,158,Update,Update_01_1.mov,01,1,130,30,129,100,200,49.0,75.0,5.0,3.0,Update\Update_01_1.npy
921,158,Update,Update_01_2.mov,01,2,250,35,228,194,200,59.5,76.0,1.0,2.0,Update\Update_01_2.npy
922,158,Update,Update_02_1.mov,02,1,123,8,122,115,200,64.5,83.5,9.0,2.0,Update\Update_02_1.npy
923,158,Update,Update_02_2.mov,02,2,205,21,198,178,200,60.0,87.0,6.0,0.5,Update\Update_02_2.npy
924,158,Update,Update_07_1.mp4,07,1,218,0,207,208,200,65.5,65.0,0.5,0.0,Update\Update_07_1.npy
925,159,User,user_03_1.MOV,03,1,162,17,155,139,200,66.0,83.5,0.0,0.0,User\user_03_1.npy
926,159,User,user_03_2.MOV,03,2,118,26,109,84,200,54.5,72.0,7.0,1.0,User\user_03_2.npy
927,159,User,user_05_1.MOV,05,1,138,36,128,93,200,65.5,58.5,0.0,0.0,User\user_05_1.npy
928,159,User,user_05_2.MOV,05,2,118,28,99,72,200,58.5,47.5,0.0,0.0,User\user_05_2.npy
929,159,User,user_06_1.MOV,06,1,115,23,85,63,200,60.5,59.5,3.5,0.0,User\user_06_1.npy
930,159,User,user_06_2.MOV,06,2,85,25,77,53,200,57.5,51.5,0.0,0.0,User\user_06_2.npy
931,160,Value-arithmetic,Value-arithmetic_01_1.mov,01,1,130,18,129,112,200,76.0,0.0,0.0,0.0,Value-arithmetic\Value-arithmetic_01_1.npy
932,160,Value-arithmetic,Value-arithmetic_01_2.mov,01,2,134,15,108,94,200,75.0,0.0,1.0,0.0,Value-arithmetic\Value-arithmetic_01_2.npy
933,160,Value-arithmetic,Value-arithmetic_02_1.mov,02,1,216,24,166,143,200,78.0,0.0,1.0,0.0,Value-arithmetic\Value-arithmetic_02_1.npy
934,160,Value-arithmetic,Value-arithmetic_02_2.mov,02,2,214,0,171,172,200,49.0,0.0,0.0,0.0,Value-arithmetic\Value-arithmetic_02_2.npy
935,160,Value-arithmetic,Value-arithmetic_03_1.mov,03,1,167,0,155,156,200,63.0,0.0,0.0,0.0,Value-arithmetic\Value-arithmetic_03_1.npy
936,160,Value-arithmetic,Value-arithmetic_03_2.mov,03,2,132,0,128,129,200,63.5,0.0,0.0,0.0,Value-arithmetic\Value-arithmetic_03_2.npy
937,160,Value-arithmetic,Value-arithmetic_05_1.mov,05,1,154,45,147,103,200,73.0,0.0,0.0,0.0,Value-arithmetic\Value-arithmetic_05_1.npy
938,160,Value-arithmetic,Value-arithmetic_05_2.mov,05,2,126,21,113,93,200,55.0,0.0,3.5,0.0,Value-arithmetic\Value-arithmetic_05_2.npy
939,160,Value-arithmetic,Value-arithmetic_05_3.mov,05,3,177,0,151,152,200,49.5,0.5,0.5,0.0,Value-arithmetic\Value-arithmetic_05_3.npy
940,160,Value-arithmetic,Value-arithmetic_05_4.mov,05,4,139,24,106,83,200,69.5,2.0,1.0,0.0,Value-arithmetic\Value-arithmetic_05_4.npy
941,160,Value-arithmetic,Value-arithmetic_06_1.mov,06,1,112,7,93,87,200,70.5,0.0,1.5,0.0,Value-arithmetic\Value-arithmetic_06_1.npy
942,160,Value-arithmetic,Value-arithmetic_06_2.mov,06,2,100,7,70,64,200,60.0,0.0,0.0,0.0,Value-arithmetic\Value-arithmetic_06_2.npy
943,161,Variable,Variable_02_1.mov,02,1,245,36,237,202,200,45.5,0.0,5.0,0.0,Variable\Variable_02_1.npy
944,161,Variable,Variable_02_2.mov,02,2,165,25,153,129,200,59.5,0.0,0.5,0.0,Variable\Variable_02_2.npy
945,161,Variable,Variable_03_1.mov,03,1,118,7,85,79,200,61.5,0.0,0.0,0.0,Variable\Variable_03_1.npy
946,161,Variable,Variable_03_2.mov,03,2,164,29,146,118,200,74.0,0.0,1.0,0.0,Variable\Variable_03_2.npy
947,161,Variable,Variable_06_1.mov,06,1,90,27,87,61,200,54.5,0.0,2.0,0.0,Variable\Variable_06_1.npy
948,161,Variable,Variable_06_2.mov,06,2,101,0,94,95,200,39.5,0.0,4.0,0.0,Variable\Variable_06_2.npy
949,162,Very,Very_01_1.mov,01,1,93,19,78,60,200,27.0,35.0,5.0,13.5,Very\Very_01_1.npy
950,162,Very,Very_01_2.mov,01,2,180,14,145,132,200,50.0,33.5,2.5,9.0,Very\Very_01_2.npy
951,162,Very,Very_05_1.mov,05,1,108,30,98,69,200,57.0,55.5,0.0,0.0,Very\Very_05_1.npy
952,162,Very,Very_05_2.mov,05,2,103,21,99,79,200,56.5,54.0,1.0,3.5,Very\Very_05_2.npy
953,162,Very,Very_06_1.mov,06,1,84,17,77,61,200,40.0,43.0,1.5,0.0,Very\Very_06_1.npy
954,162,Very,Very_06_2.mov,06,2,99,21,95,75,200,47.0,43.0,0.0,0.0,Very\Very_06_2.npy
955,163,With-within,With-within_01_1.mov,01,1,107,32,106,75,200,19.5,31.5,15.5,5.0,With-within\With-within_01_1.npy
956,163,With-within,With-within_01_2.mov,01,2,162,17,145,129,200,33.0,22.5,2.5,10.0,With-within\With-within_01_2.npy
957,163,With-within,With-within_05_1.mov,05,1,82,11,74,64,200,63.0,58.5,0.0,0.0,With-within\With-within_05_1.npy
958,163,With-within,With-within_05_2.mov,05,2,102,20,98,79,200,60.5,56.0,1.0,0.0,With-within\With-within_05_2.npy
959,163,With-within,With-within_06_1.mov,06,1,81,23,76,54,200,53.5,51.0,3.0,3.5,With-within\With-within_06_1.npy
960,163,With-within,With-within_06_2.mov,06,2,86,13,79,67,200,42.5,38.0,1.5,4.5,With-within\With-within_06_2.npy
961,164,Zero,Zero_01_1.mov,01,1,159,30,149,120,200,63.5,0.0,0.5,0.0,Zero\Zero_01_1.npy
962,164,Zero,Zero_01_2.mov,01,2,110,0,92,93,200,29.0,0.0,0.0,0.0,Zero\Zero_01_2.npy
963,164,Zero,Zero_01_3.mov,01,3,95,14,72,59,200,51.5,0.0,2.0,0.0,Zero\Zero_01_3.npy
964,164,Zero,Zero_05_1.mov,05,1,100,26,89,64,200,57.0,0.0,1.5,0.0,Zero\Zero_05_1.npy
965,164,Zero,Zero_06_1.mov,06,1,64,13,62,50,200,38.5,0.0,0.0,0.0,Zero\Zero_06_1.npy
966,164,Zero,Zero_06_2.mov,06,2,79,14,78,65,200,59.0,0.0,0.0,0.0,Zero\Zero_06_2.npy
